bill_id,bill_type,subjects_top_term,enacted_as
s1864-115,s,Education,0
s3159-115,s,Health,0
s1093-115,s,Health,0
s466-115,s,Public lands and natural resources,0
s2616-115,s,Health,0
s654-115,s,Crime and law enforcement,0
s2424-115,s,Public lands and natural resources,0
s230-115,s,Taxation,0
s2040-115,s,Government operations and politics,1
s3192-115,s,Environmental protection,0
s2272-115,s,Finance and financial sector,0
s2888-115,s,Health,0
s3166-115,s,Armed forces and national security,0
s1631-115,s,International affairs,0
s1403-115,s,Public lands and natural resources,0
s2286-115,s,International affairs,0
s3354-115,s,Crime and law enforcement,1
s1067-115,s,Social welfare,0
s492-115,s,Taxation,0
s3730-115,s,Taxation,0
s3502-115,s,Government operations and politics,0
s1255-115,s,Social welfare,0
s1609-115,s,Economics and public finance,0
s3708-115,s,Congress,0
s1863-115,s,Environmental protection,0
s698-115,s,Emergency management,0
s1897-115,s,Commerce,0
s1299-115,s,Health,0
s2844-115,s,Transportation and public works,0
s208-115,s,Taxation,0
s2078-115,s,Public lands and natural resources,0
s806-115,s,Education,0
s3398-115,s,Government operations and politics,0
s3505-115,s,Public lands and natural resources,0
s1252-115,s,Crime and law enforcement,0
s1060-115,s,International affairs,0
s495-115,s,Health,0
s3737-115,s,,0
s1404-115,s,Energy,0
s2281-115,s,Taxation,0
s3353-115,s,Education,0
s3161-115,s,Health,0
s1636-115,s,Taxation,0
s839-115,s,Environmental protection,0
s2275-115,s,Immigration,0
s237-115,s,Law,0
s2047-115,s,International affairs,0
s3195-115,s,Crime and law enforcement,0
s653-115,s,Labor and employment,0
s2423-115,s,Education,0
s1094-115,s,Armed forces and national security,1
s461-115,s,Emergency management,0
s2611-115,s,Agriculture and food,0
s3143-115,s,"Science, technology, communications",0
s2091-115,s,Finance and financial sector,0
s1614-115,s,"Science, technology, communications",0
s1426-115,s,Sports and recreation,0
s3371-115,s,Education,0
s1042-115,s,Taxation,0
s3715-115,s,Environmental protection,0
s685-115,s,Water resources development,0
s3527-115,s,Public lands and natural resources,0
s1270-115,s,"Science, technology, communications",0
s443-115,s,Labor and employment,0
s2633-115,s,Crime and law enforcement,0
s671-115,s,Taxation,0
s2401-115,s,Congress,0
s1284-115,s,Finance and financial sector,0
s215-115,s,Energy,0
s2859-115,s,Transportation and public works,0
s2065-115,s,Health,0
s3385-115,s,Environmental protection,0
s2257-115,s,Energy,0
s3518-115,s,Finance and financial sector,0
s488-115,s,Finance and financial sector,0
s1841-115,s,Labor and employment,0
s1419-115,s,Government operations and politics,0
s2892-115,s,Health,0
s2268-115,s,Education,0
s824-115,s,Taxation,0
s2866-115,s,Public lands and natural resources,0
s3188-115,s,Crime and law enforcement,0
s1089-115,s,Energy,0
s3382-115,s,Environmental protection,0
s2250-115,s,Crime and law enforcement,0
s212-115,s,"Science, technology, communications",0
s2062-115,s,Public lands and natural resources,0
s676-115,s,Government operations and politics,0
s2406-115,s,Health,0
s1283-115,s,Armed forces and national security,0
s444-115,s,Finance and financial sector,0
s2634-115,s,Transportation and public works,0
s682-115,s,Taxation,0
s3520-115,s,Native Americans,0
s1277-115,s,Armed forces and national security,0
s1045-115,s,Health,0
s1879-115,s,Health,0
s3712-115,s,Taxation,0
s1421-115,s,"Civil rights and liberties, minority issues",0
s3376-115,s,Energy,0
s3144-115,s,Transportation and public works,0
s2096-115,s,Agriculture and food,0
s1613-115,s,Public lands and natural resources,0
s649-115,s,Law,0
s2439-115,s,Transportation and public works,0
s2861-115,s,Transportation and public works,0
s823-115,s,Immigration,0
s2895-115,s,Public lands and natural resources,0
s3349-115,s,Public lands and natural resources,0
s1846-115,s,Economics and public finance,0
s1248-115,s,Education,0
s640-115,s,Health,0
s2430-115,s,Armed forces and national security,0
s472-115,s,International affairs,0
s2602-115,s,Environmental protection,0
s1087-115,s,Crime and law enforcement,0
s2266-115,s,Crime and law enforcement,0
s2868-115,s,Crime and law enforcement,0
s224-115,s,Crime and law enforcement,0
s2054-115,s,Agriculture and food,0
s3186-115,s,Taxation,0
s2292-115,s,Energy,0
s3340-115,s,Education,0
s1417-115,s,Public lands and natural resources,0
s1625-115,s,,0
s3172-115,s,Public lands and natural resources,0
s1241-115,s,Crime and law enforcement,0
s3516-115,s,International affairs,0
s486-115,s,Health,0
s3724-115,s,Armed forces and national security,0
s1073-115,s,Public lands and natural resources,0
s2857-115,s,"Arts, culture, religion",0
s815-115,s,Health,0
s2259-115,s,Health,0
s1884-115,s,Crime and law enforcement,0
s1870-115,s,Native Americans,0
s3529-115,s,Armed forces and national security,0
s1428-115,s,Commerce,0
s481-115,s,Public lands and natural resources,0
s3723-115,s,Finance and financial sector,0
s1074-115,s,Taxation,0
s1848-115,s,International affairs,0
s1246-115,s,Education,0
s3511-115,s,Transportation and public works,0
s1622-115,s,Environmental protection,0
s3175-115,s,Armed forces and national security,0
s2295-115,s,Government operations and politics,0
s3347-115,s,"Science, technology, communications",0
s1410-115,s,Transportation and public works,0
s223-115,s,Finance and financial sector,0
s2053-115,s,Agriculture and food,0
s3181-115,s,Armed forces and national security,0
s2261-115,s,Government operations and politics,0
s475-115,s,Health,0
s2605-115,s,Finance and financial sector,0
s1080-115,s,Taxation,0
s647-115,s,Law,0
s2437-115,s,Health,0
s3378-115,s,International affairs,0
s2098-115,s,Foreign trade and international finance,0
s1279-115,s,Armed forces and national security,0
s1877-115,s,Economics and public finance,0
s678-115,s,Government operations and politics,0
s2408-115,s,Armed forces and national security,0
s1883-115,s,Transportation and public works,0
s812-115,s,Commerce,0
s2850-115,s,Native Americans,1
s1649-115,s,Commerce,0
s3748-115,s,Congress,0
s1823-115,s,Emergency management,0
s2038-115,s,Armed forces and national security,0
s2804-115,s,Native Americans,0
s248-115,s,Immigration,0
s846-115,s,Transportation and public works,0
s3545-115,s,Health,0
s2497-115,s,International affairs,0
s1212-115,s,Crime and law enforcement,0
s1020-115,s,Taxation,0
s3777-115,s,,0
s1444-115,s,Taxation,0
s3313-115,s,Armed forces and national security,0
s3121-115,s,Environmental protection,0
s283-115,s,Armed forces and national security,0
s1676-115,s,"Science, technology, communications",0
s879-115,s,Public lands and natural resources,0
s2235-115,s,Armed forces and national security,0
s2007-115,s,Taxation,0
s277-115,s,"Science, technology, communications",0
s1682-115,s,"Science, technology, communications",0
s2463-115,s,International affairs,0
s613-115,s,Energy,0
s3783-115,s,,0
s2651-115,s,Commerce,0
s421-115,s,"Science, technology, communications",0
s841-115,s,Armed forces and national security,0
s1488-115,s,Transportation and public works,0
s2803-115,s,Energy,0
s3589-115,s,Education,0
s2669-115,s,Health,0
s419-115,s,Crime and law enforcement,1
s1824-115,s,Economics and public finance,0
s1018-115,s,International affairs,0
s3119-115,s,Animals,1
s3784-115,s,Labor and employment,0
s2656-115,s,Armed forces and national security,0
s426-115,s,Armed forces and national security,0
s2464-115,s,Immigration,0
s614-115,s,Public lands and natural resources,0
s2000-115,s,Environmental protection,0
s270-115,s,Economics and public finance,0
s1685-115,s,Housing and community development,0
s2232-115,s,Energy,0
s3126-115,s,Commerce,0
s284-115,s,Health,0
s1671-115,s,Crime and law enforcement,0
s1443-115,s,Armed forces and national security,0
s3314-115,s,Government operations and politics,0
s1027-115,s,Public lands and natural resources,0
s3770-115,s,,0
s3542-115,s,Finance and financial sector,0
s2490-115,s,Finance and financial sector,0
s1215-115,s,Social welfare,0
s877-115,s,Education,0
s2009-115,s,Crime and law enforcement,0
s279-115,s,Water resources development,0
s2835-115,s,"Science, technology, communications",0
s883-115,s,Energy,0
s1678-115,s,Agriculture and food,0
s2499-115,s,Finance and financial sector,0
s1812-115,s,Commerce,0
s3779-115,s,,0
s2036-115,s,Foreign trade and international finance,0
s246-115,s,Education,0
s2204-115,s,Health,0
s848-115,s,Education,0
s1481-115,s,Native Americans,0
s2660-115,s,Government operations and politics,0
s410-115,s,Armed forces and national security,0
s2452-115,s,Armed forces and national security,0
s3580-115,s,Taxation,0
s622-115,s,Government operations and politics,0
s2694-115,s,"Science, technology, communications",0
s3746-115,s,,0
s1011-115,s,International affairs,0
s1223-115,s,Native Americans,0
s3574-115,s,Finance and financial sector,0
s1647-115,s,Finance and financial sector,0
s3110-115,s,"Civil rights and liberties, minority issues",0
s3322-115,s,,0
s1475-115,s,"Science, technology, communications",0
s1815-115,s,Commerce,0
s1029-115,s,Energy,0
s3128-115,s,Finance and financial sector,0
s884-115,s,Public lands and natural resources,0
s2832-115,s,Immigration,0
s870-115,s,Health,0
s2658-115,s,Health,0
s428-115,s,Health,0
s3325-115,s,Public lands and natural resources,0
s1472-115,s,Public lands and natural resources,0
s1640-115,s,Government operations and politics,0
s3117-115,s,Agriculture and food,0
s1224-115,s,Housing and community development,0
s3573-115,s,Government operations and politics,0
s2693-115,s,Immigration,0
s3741-115,s,Social welfare,0
s1016-115,s,Health,0
s2455-115,s,International affairs,0
s3587-115,s,Transportation and public works,0
s625-115,s,International affairs,0
s2667-115,s,Agriculture and food,0
s417-115,s,International affairs,0
s2203-115,s,Law,0
s1486-115,s,Native Americans,0
s2031-115,s,Public lands and natural resources,0
s241-115,s,Health,0
s2260-115,s,Health,0
s2052-115,s,Health,0
s3180-115,s,Taxation,0
s222-115,s,Health,0
s2436-115,s,Taxation,0
s646-115,s,Armed forces and national security,0
s2604-115,s,Public lands and natural resources,0
s474-115,s,International affairs,0
s1081-115,s,Labor and employment,0
s1247-115,s,Education,0
s3510-115,s,Foreign trade and international finance,0
s3722-115,s,Finance and financial sector,0
s480-115,s,Government operations and politics,0
s1849-115,s,Taxation,0
s1075-115,s,Energy,0
s2294-115,s,Armed forces and national security,0
s3346-115,s,"Science, technology, communications",0
s1411-115,s,Armed forces and national security,0
s1623-115,s,Transportation and public works,0
s3174-115,s,Crime and law enforcement,0
s1882-115,s,Crime and law enforcement,0
s2409-115,s,Agriculture and food,0
s679-115,s,Transportation and public works,0
s2851-115,s,Health,0
s813-115,s,Agriculture and food,0
s2099-115,s,Public lands and natural resources,0
s3379-115,s,Foreign trade and international finance,0
s1876-115,s,Energy,0
s1278-115,s,Government operations and politics,0
s1624-115,s,Environmental protection,0
s3173-115,s,Families,0
s2293-115,s,Immigration,0
s3341-115,s,Transportation and public works,0
s1416-115,s,Law,0
s3725-115,s,Taxation,0
s487-115,s,Taxation,0
s1072-115,s,Armed forces and national security,0
s1240-115,s,Energy,0
s3517-115,s,International affairs,0
s2603-115,s,Taxation,0
s473-115,s,Armed forces and national security,0
s1086-115,s,Armed forces and national security,0
s2431-115,s,Education,0
s641-115,s,"Science, technology, communications",0
s2055-115,s,Health,0
s3187-115,s,Armed forces and national security,0
s225-115,s,Public lands and natural resources,0
s2869-115,s,Environmental protection,0
s2267-115,s,Finance and financial sector,0
s3528-115,s,Armed forces and national security,0
s1871-115,s,Armed forces and national security,0
s1429-115,s,Environmental protection,0
s2258-115,s,Education,0
s814-115,s,Crime and law enforcement,0
s2856-115,s,Housing and community development,0
s1885-115,s,Transportation and public works,0
s1878-115,s,Labor and employment,0
s1044-115,s,Health,0
s3713-115,s,Immigration,0
s3521-115,s,Health,0
s683-115,s,Armed forces and national security,0
s1276-115,s,Crime and law enforcement,0
s3145-115,s,Taxation,0
s2097-115,s,Armed forces and national security,0
s1612-115,s,Transportation and public works,0
s1420-115,s,International affairs,0
s3377-115,s,Government operations and politics,0
s2063-115,s,Armed forces and national security,0
s213-115,s,Public lands and natural resources,0
s3383-115,s,Health,0
s2251-115,s,Government operations and politics,0
s2635-115,s,Crime and law enforcement,0
s445-115,s,Health,0
s2407-115,s,Education,0
s677-115,s,Water resources development,0
s1282-115,s,Armed forces and national security,1
s3348-115,s,Commerce,0
s2894-115,s,Health,0
s1249-115,s,Law,0
s1847-115,s,Emergency management,0
s2438-115,s,Health,0
s648-115,s,Education,0
s822-115,s,Environmental protection,0
s2860-115,s,Taxation,0
s2400-115,s,Congress,0
s670-115,s,Health,0
s1285-115,s,Native Americans,1
s2632-115,s,Taxation,0
s442-115,s,"Science, technology, communications",1
s3384-115,s,Health,0
s2256-115,s,Taxation,0
s2064-115,s,Agriculture and food,0
s2858-115,s,Commerce,0
s214-115,s,Energy,0
s1427-115,s,Social welfare,0
s3370-115,s,Government operations and politics,0
s3142-115,s,International affairs,0
s2090-115,s,Finance and financial sector,0
s1615-115,s,Immigration,0
s3526-115,s,Social welfare,0
s684-115,s,Families,0
s1271-115,s,Public lands and natural resources,0
s1043-115,s,Education,0
s3714-115,s,Crime and law enforcement,0
s3189-115,s,Taxation,0
s2867-115,s,Armed forces and national security,0
s825-115,s,Public lands and natural resources,1
s2269-115,s,International affairs,1
s1088-115,s,Government operations and politics,0
s489-115,s,Labor and employment,0
s1840-115,s,Taxation,0
s3519-115,s,Health,0
s2893-115,s,Armed forces and national security,0
s1418-115,s,Transportation and public works,0
s871-115,s,Armed forces and national security,0
s2833-115,s,Agriculture and food,0
s429-115,s,Taxation,0
s2659-115,s,Crime and law enforcement,0
s1028-115,s,Health,0
s1814-115,s,Education,0
s885-115,s,Taxation,0
s3129-115,s,Education,0
s416-115,s,Commerce,0
s2666-115,s,"Science, technology, communications",0
s624-115,s,Armed forces and national security,0
s2454-115,s,Finance and financial sector,0
s3586-115,s,Agriculture and food,0
s240-115,s,Immigration,0
s2030-115,s,Energy,1
s2202-115,s,Transportation and public works,0
s1487-115,s,Native Americans,0
s1641-115,s,Emergency management,0
s3116-115,s,Government operations and politics,0
s3324-115,s,Transportation and public works,0
s1473-115,s,Armed forces and national security,0
s2692-115,s,Government operations and politics,1
s3740-115,s,,0
s1017-115,s,Agriculture and food,0
s1225-115,s,Transportation and public works,0
s3572-115,s,Government operations and politics,0
s1679-115,s,International affairs,0
s882-115,s,Armed forces and national security,0
s1813-115,s,Armed forces and national security,0
s3778-115,s,Commerce,0
s2498-115,s,Commerce,0
s2834-115,s,Agriculture and food,0
s278-115,s,"Science, technology, communications",0
s2008-115,s,Crime and law enforcement,0
