bill_id,titles_text,enacted_as
s2776-115,"A bill to modernize the Public Utility Regulatory Policies Act of 1978, and for other purposes.UPDATE PURPA Act",0
s162-115,A bill to restore Second Amendment rights in the District of Columbia.Second Amendment Enforcement Act of 2017,0
s2312-115,"A bill to provide a moratorium on registration of new non-rural section 340B hospitals and associated sites, and for other purposes.HELP Act",0
s1597-115,"A bill to amend the Internal Revenue Code of 1986 to permit the Secretary of the Treasury and the Commissioner of the Social Security Administration to disclose certain return information related to identity theft, and for other purposes.Social Security Identity Defense Act of 2017",0
s350-115,A bill to amend the Securities Exchange Act of 1934 to prohibit Members of Congress from receiving a discounted price in certain private offerings of securities.End Congressional Stock Market Abuse Act of 2017,0
s2120-115,"A bill to prevent international violence against women, and for other purposes.International Violence Against Women Act of 2017",0
s101-115,A bill to provide for the exchange of Federal land and non-Federal land in the State of Alaska for the construction of a road between King Cove and Cold Bay.King Cove Road Land Exchange Act,0
s2371-115,A bill to amend the Internal Revenue Code of 1986 to modify the definition of municipal solid waste.,0
s333-115,"A bill to limit donations made pursuant to settlement agreements to which the United States is a party, and for other purposes.Stop Settlement Slush Funds Act of 2017",0
s3091-115,A bill to limit the separation of families seeking asylum in the United States and expedite the asylum process for individuals arriving in the United States with children.Protect Kids and Parents Act,0
s2143-115,"A bill to amend the National Labor Relations Act to strengthen protections for employees wishing to advocate for improved wages, hours, or other terms or conditions of employment, to expand coverage under such Act, to provide a process for achieving initial collective bargaining agreements, and to provide for stronger remedies for interference with these rights, and for other purposes.WAGE Act",0
s15-115,"A bill to impose sanctions with respect to the ballistic missile program of Iran, and for other purposes.Iran Ballistic Missile Sanctions Act",0
s757-115,"A bill to amend the Homeland Security Act of 2002 to facilitate communication between U.S. Customs and Border Protection and border ranchers in Arizona and other border States, and for other purposes.Border Landowner and Lessee Consultation Act",0
s2527-115,A bill to amend the Small Business Investment Act of 1958 to increase the amount of leverage made available to small business investment companies.Small Business Investment Opportunity Act of 2018,0
s565-115,"A bill to amend title 31, United States Code, to provide for transparency of payments made from the Judgment Fund.Judgment Fund Transparency Act of 2017",0
s2715-115,"A bill to require the President to develop a national strategy to combat the financial networks of transnational organized criminals, and for other purposes.CONFRONT Act",0
s1190-115,A bill to extend the waiver of limitations with respect to excluding from gross income amounts received by wrongfully incarcerated individuals.,0
s1356-115,"A bill to amend title 38, United States Code, to authorize the use of Post-9/11 Educational Assistance to pursue independent study programs at certain educational institutions that are not institutions of higher learning, and for other purposes.Veterans Education Improvement Act of 2017",0
s3401-115,"A bill to provide minimum standards for transactions secured by a dwelling, and for other purposes.Self-Employed Mortgage Access Act of 2018",0
s591-115,"A bill to expand eligibility for the program of comprehensive assistance for family caregivers of the Department of Veterans Affairs, to expand benefits available to participants under such program, to enhance special compensation for members of the uniformed services who require assistance in everyday life, and for other purposes.Military and Veteran Caregiver Services Improvement Act of 2017",0
s3633-115,A bill to require the consumer reporting agencies provide small business credit protections.Small Business Credit Protection Act,0
s1164-115,"A bill to protect consumers from deceptive practices with respect to online booking of hotel reservations, and for other purposes.Stop Online Booking Scams Act of 2017",0
s1958-115,"A bill to amend the Internal Revenue Code of 1986 to require Internet-based, real-time responses to requests to verify taxpayer income for legitimate business purposes, and for other purposes.IRS Data Verification Modernization Act of 2017",0
s3257-115,"A bill to impose sanctions on foreign persons responsible for serious violations of international law regarding the protection of civilians during armed conflict, and for other purposes.Sanction Terrorist Operations Using Human Shields Act of 2018",0
s2385-115,"A bill to establish best practices for State, tribal, and local governments participating in the Integrated Public Alert and Warning System, and for other purposes.Authenticating Local Emergencies and Real Threats Act of 2018",0
